detecte_le,score,titre,entreprise,ville,source,publiee_le,url
2026-07-09 13:40,30,STAGE - Ingénieur Intelligence Artificielle H/F,Heroiks,Levallois-Perret,wttj,2026-06-17T10:00:00.000+02:00,https://www.welcometothejungle.com/fr/companies/heroiks/jobs/stage-ingenieur-intelligence-artificielle-h-f_levallois-perret
2026-07-09 13:40,66,Stage R&D – Intelligence Artificielle & NLP,Agoranov,Paris,wttj,2026-06-22T16:00:00.000+02:00,https://www.welcometothejungle.com/fr/companies/agoranov/jobs/stage-r-d-intelligence-artificielle-nlp_paris
2026-07-09 13:40,30,Stage - Middle Office Automatisation & Intelligence Artificielle H/F,Groupe Crédit Agricole,Paris,wttj,2026-07-03T11:00:00.000+02:00,https://www.welcometothejungle.com/fr/companies/groupe-credit-agricole/jobs/stage-middle-office-automatisation-intelligence-artificielle-h-f_paris
2026-07-09 13:40,30,Stage – Juriste / Assistant(e) RGPD & Intelligence Artificielle (H/F) H/F,Hopscotch Groupe,Paris,wttj,2026-06-13T00:00:00.000+02:00,https://www.welcometothejungle.com/fr/companies/hopscotch/jobs/stage-juriste-assistant-rgpd-intelligence-artificielle-h-f-h-f_paris
2026-07-09 13:40,0,Business Analyst - Intelligence Artificielle H/F,Crédit Agricole CIB,Montrouge,wttj,2026-06-24T00:00:00.000+02:00,https://www.welcometothejungle.com/fr/companies/credit-agricole-cib/jobs/business-analyst-intelligence-artificielle-h-f_montrouge_CAC_P3dAqrl
2026-07-09 13:40,0,Analyste - Intelligence Artificielle H/F,Crédit Agricole CIB,Saint-Quentin,wttj,2026-06-20T00:00:00.000+02:00,https://www.welcometothejungle.com/fr/companies/credit-agricole-cib/jobs/analyste-intelligence-artificielle-h-f_saint-quentin_CAC_MNLQg8z
2026-07-09 13:40,0,"Data, Analytics & Intelligence Artificielle",Wavestone,Paris La Défense Cedex,wttj,2026-05-21T11:00:00.000+02:00,https://www.welcometothejungle.com/fr/companies/wavestone/jobs/data-analytics-intelligence-artificielle_paris-la-defense-cedex
2026-07-09 13:40,0,Stage de fin d’études – Consultant.e Technique Data et IAG - F/H - sept. 2026,Axionable,Paris,wttj,2026-06-22T16:00:00.000+02:00,https://www.welcometothejungle.com/fr/companies/axionable/jobs/stage-de-fin-d-etudes-consultant-e-data-scientist-f-h_paris
2026-07-09 13:40,40,Ingénieur(e) IA - Stage de fin d'études,Galadrim,Paris,wttj,2026-07-09T10:00:00.000+02:00,https://www.welcometothejungle.com/fr/companies/galadrim/jobs/ingenieur-ia-stage-de-fin-d-etudes_paris
2026-07-09 13:40,0,Stage - Assistant Marketing & Data (F/H),Agence France-Presse,Paris,wttj,2026-07-06T13:00:00.000+02:00,https://www.welcometothejungle.com/fr/companies/agence-france-presse/jobs/stage-assistant-marketing-data-f-h_paris
2026-07-09 13:40,0,Stage - Contrôleur de gestion - H/F,SUEZ,Nanterre,wttj,2026-07-06T12:00:00.000+02:00,https://www.welcometothejungle.com/fr/companies/suez/jobs/stage-controleur-de-gestion-h-f_nanterre
2026-07-09 13:40,60,Stage Data SQL BI IA LLM - Dev SaaS Communautaire CRM,AlumnForce - Alumni Success Platform,Paris,wttj,2026-07-02T17:00:00.000+02:00,https://www.welcometothejungle.com/fr/companies/alumnforce/jobs/stage-data-sql-bi-ia-llm-dev-saas-communautaire-crm_paris
2026-07-09 13:40,0,Stage-Ingénieur Avant-Vente Supply Chain & Robotique (6 à 12 mois-H/F) ,SCALLOG,Nanterre,wttj,2026-07-01T09:00:00.000+02:00,https://www.welcometothejungle.com/fr/companies/scallog/jobs/stagiaire-ingenieur-avant-vente-supply-chain-robotique-stage-de-fin-d-etudes-h-f_nanterre
2026-07-09 13:40,0,STAGE Chef(fe) de projet Social media et influence ,Dupont Lewis & Sons,Paris,wttj,2026-06-25T10:00:00.000+02:00,https://www.welcometothejungle.com/fr/companies/dupont-lewis/jobs/stage-influence-rp_paris_DL_lzmeP4a
2026-07-09 13:40,40,Stage de fin d'études - Assistant chef de projet Data / IA(G) responsable (F/H),Axionable,Paris,wttj,2026-06-22T16:00:00.000+02:00,https://www.welcometothejungle.com/fr/companies/axionable/jobs/stagiaire-consultant-e-ia-et-agentique-f-h_paris
2026-07-09 13:40,27,Stage Marketing & Production de contenu – Paris – Dès que possible - Stage (H/F),MISTER IA,Paris,wttj,2026-06-22T09:00:00.000+02:00,https://www.welcometothejungle.com/fr/companies/mister-ia/jobs/directeur-marketing-cmo-paris-cdi-h-f_paris
2026-07-09 13:40,0,Assistant graphiste (h/f) - Stage,Balzac Paris,Paris,wttj,2026-06-19T17:00:00.000+02:00,https://www.welcometothejungle.com/fr/companies/balzac-paris/jobs/assistant-graphiste-h-f-stage_paris
2026-07-09 13:40,0,STAGE - ASSISTANT CREATION VISUELLE & COMMUNICATION (H/F),PM Studio Paris,Paris,wttj,2026-06-19T16:00:00.000+02:00,https://www.welcometothejungle.com/fr/companies/edition-limitee/jobs/assistant-creation-visuelle-communication-h-f_paris
2026-07-09 13:40,0,Stage Graphiste Print et Digital,Respire,Paris,wttj,2026-06-19T12:00:00.000+02:00,https://www.welcometothejungle.com/fr/companies/respire/jobs/stage-graphiste-print-et-digital_paris
2026-07-09 13:40,0,Stage - Communication visuelle – Formation en Epargne Salariale et Retraite  H/F,Groupe Crédit Agricole,Paris,wttj,2026-06-16T11:00:00.000+02:00,https://www.welcometothejungle.com/fr/companies/groupe-credit-agricole/jobs/stage-communication-visuelle-formation-en-epargne-salariale-et-retraite-h-f_paris
2026-07-09 13:40,0,Stage ou alternance consultant informatique et financement de l'innovation F/H,Deloitte,Paris,wttj,2026-06-14T00:00:00.000+02:00,https://www.welcometothejungle.com/fr/companies/deloitte/jobs/stage-ou-alternance-consultant-informatique-et-financement-de-l-innovation-f-h_paris-la-defense_DELOI_KAOJ9je
2026-07-09 13:40,64,Stage Ingénieur Ouvrier - IA - Machine Learning 2026,Diduenjoy,Paris,wttj,2026-06-12T13:00:00.000+02:00,https://www.welcometothejungle.com/fr/companies/diduenjoy/jobs/stage-ouvrier-ingenieur-machine-learning_paris
2026-07-09 13:40,34,Stage - 6 mois - Assistant Chef de Projet IA F/H,Natixis,Paris,wttj,2026-06-09T11:00:00.000+02:00,https://www.welcometothejungle.com/fr/companies/natixis/jobs/stage-6-mois-assistant-chef-de-projet-ia-f-h_paris_NATIX_XYO3R8l
2026-07-09 13:40,24,Business Development Representative (Stage Juillet - Décembre 2026),ZAION,Paris,wttj,2026-06-09T09:00:00.000+02:00,https://www.welcometothejungle.com/fr/companies/zaion/jobs/business-development-representative-stage-juillet-decembre-2026_paris
2026-07-09 13:40,40,Stage fin d'études - Consultant.e IA/DATA,VONA,Paris,wttj,2026-06-08T16:00:00.000+02:00,https://www.welcometothejungle.com/fr/companies/vona/jobs/stage-fin-d-etudes-consultant-e-ia-et-cybersecurite_paris
2026-07-09 13:40,0,Stage Talent Acquisition IT & Business Development (H/F),KOLABS GROUP,Paris,wttj,2026-06-05T09:00:00.000+02:00,https://www.welcometothejungle.com/fr/companies/kolabs/jobs/stage-talent-acquisition-it-business-development-h-f_paris
2026-07-09 13:40,0,Stage — Bras Droit du CEO / Chief of Staff (H/F),Snapdesk,Paris,wttj,2026-06-01T17:00:00.000+02:00,https://www.welcometothejungle.com/fr/companies/snapdesk/jobs/stage-bras-droit-du-ceo-chief-of-staff-h-f_paris
2026-07-09 13:40,100,"Stage septembre 2026 - Data Science et Machine Learning/AI practitionner (H/F/N) (50% client, 50% R&D)",Ekimetrics,Paris,wttj,2026-07-01T02:00:00.000+02:00,https://www.welcometothejungle.com/fr/companies/ekimetrics/jobs/stage-septembre-2026-data-science-et-machine-learning-ai-practitionner-h-f-n-50-client-50-r-d_paris
2026-07-09 13:40,70,Machine Learning Engineer – GenAI (F/H) stage,AXA,Nanterre,wttj,2026-02-12T03:00:00.000+01:00,https://www.welcometothejungle.com/fr/companies/axa/jobs/machine-learning-engineer-genai-f-h-stage_nanterre
2026-07-09 13:40,24,STAGE – ASSISTANCE IA AUX ÉQUIPES AVANT-VENTE DÉFENSE ,Esri France,Meudon,wttj,2026-07-06T16:00:00.000+02:00,https://www.welcometothejungle.com/fr/companies/esri/jobs/stage-assistance-ia-aux-equipes-avant-vente-defense_meudon
2026-07-09 13:40,0,STAGE 6 MOIS - À partir de juillet/septembre 2026 - Data - Master 1/2 - 1700€/mois,L'Oréal Groupe,Paris,wttj,2026-07-04T00:00:00.000+02:00,https://www.welcometothejungle.com/fr/companies/maquette-l-oreal-beauty-tech/jobs/stage-6-mois-a-partir-de-juillet-septembre-2026-data-master-1-2-1700-mois_paris
2026-07-09 13:40,64,Stage Ingénieur.e IA ET COMPUTER VISION,Groupe SII, Vélizy-Villacoublay,wttj,2026-06-09T00:00:00.000+02:00,https://www.welcometothejungle.com/fr/companies/sii/jobs/stage-ingenieur-e-ia-et-computer-vision_velizy-villacoublay
2026-07-09 13:40,24,Stage Ingénieur.e IA et Systèmes embarqués,Groupe SII, Vélizy-Villacoublay,wttj,2026-06-09T00:00:00.000+02:00,https://www.welcometothejungle.com/fr/companies/sii/jobs/stage-ingenieur-e-ia-et-systemes-embarques_velizy-villacoublay
2026-07-09 13:40,0,Stage - Chef de projet développement Full Stack F/H,JCDecaux,Plaisir,wttj,2026-06-05T00:00:00.000+02:00,https://www.welcometothejungle.com/fr/companies/jcdecaux/jobs/stage-chef-de-projet-developpement-full-stack-f-h_plaisir
2026-07-09 13:40,24,STAGE - Chargé de communication & acculturation IA,Groupe Crédit Agricole,Paris,wttj,2026-05-28T11:00:00.000+02:00,https://www.welcometothejungle.com/fr/companies/groupe-credit-agricole/jobs/stage-charge-de-communication-acculturation-ia_paris
2026-07-09 13:40,87,"AI Engineer, LLM (Stagiaire, Alternant)",Jimini AI,Paris,wttj,2026-05-25T16:00:00.000+02:00,https://www.welcometothejungle.com/fr/companies/jimini-ai/jobs/machine-learning-intern_paris
2026-07-09 13:40,15,Stagiaire en financement de l'innovation -  Ingénieur Informatique / Electronique F/H,KPMG France,Saint-Ouen-Sur-Seine,wttj,2026-06-30T17:00:00.000+02:00,https://www.welcometothejungle.com/fr/companies/kpmg-1/jobs/stagiaire-en-financement-de-l-innovation-ingenieur-informatique-electronique-f-h_saint-ouen-sur-seine
2026-07-09 13:40,15,Stagiaire en financement de l'innovation -  Ingénieur Informatique / Finance F/H,KPMG France,Courbevoie,wttj,2026-06-30T16:00:00.000+02:00,https://www.welcometothejungle.com/fr/companies/kpmg-1/jobs/stagiaire-en-financement-de-l-innovation-ingenieur-informatique-finance-f-h_courbevoie
2026-07-09 13:40,0,Marketplace Consultant Intern (Amazon) H/F - CDI,Primelis,Levallois-Perret,wttj,2026-06-24T16:00:00.000+02:00,https://www.welcometothejungle.com/fr/companies/primelis/jobs/amazon-account-manager-stage_levallois-perret
2026-07-09 13:40,0,TFE Génie Civil – Data science et surveillance des ouvrages d'art (ponts) F/H,VINCI Construction,Nanterre,wttj,2026-06-14T00:00:00.000+02:00,https://www.welcometothejungle.com/fr/companies/vinci-construction-fr/jobs/tfe-genie-civil-data-science-et-surveillance-des-ouvrages-d-art-ponts-f-h_nanterre
2026-07-09 13:40,0,Analyste Quantitatif - Quant Crédit F/H,Bpifrance,Maisons Alfort,wttj,2026-06-10T16:00:00.000+02:00,https://www.welcometothejungle.com/fr/companies/bpi-france-digital/jobs/developpement-de-methodes-d-etude-de-convergence-f-h_maisons-alfort
2026-07-09 13:40,0,3 Internships - Medical Device Software Engineering & Research ,Resolve Stroke,Paris,wttj,2026-05-13T12:00:00.000+02:00,https://www.welcometothejungle.com/fr/companies/resolve-stroke/jobs/internship_paris
2026-07-09 13:40,0,Product Owner Intern,WeeFin,Paris,wttj,2026-07-08T12:00:00.000+02:00,https://www.welcometothejungle.com/fr/companies/weefin/jobs/product-owner-intern_paris
2026-07-09 13:40,0,Technicien.ne Support Ingénierie (F/H),Stryker,"Brest, Brittany, France",linkedin,2026-07-08,https://www.linkedin.com/jobs/view/4418264797
2026-07-09 13:40,0,Ingénieur Calculs Eléments Finis (F/H),Thales,"Brest, Brittany, France",linkedin,2026-07-08,https://www.linkedin.com/jobs/view/4438200320
2026-07-09 13:40,0,Conseiller-ère Services et Expériences Client (H/F) - Job étudiant / 12h sem,DECATHLON FRANCE,"Quimper, Brittany, France",linkedin,2026-07-08,https://www.linkedin.com/jobs/view/4437029014
2026-07-09 13:40,0,Développeur Java IA (H/F),SII Group Belgium,"Brest, Brittany, France",linkedin,2026-07-07,https://www.linkedin.com/jobs/view/4436851025
2026-07-09 13:40,0,Développeur Java IA (H/F),SII Group Switzerland,"Brest, Brittany, France",linkedin,2026-07-07,https://www.linkedin.com/jobs/view/4437819084
2026-07-09 13:40,0,Développeur Java IA (H/F),SII Group UK,"Brest, Brittany, France",linkedin,2026-07-07,https://www.linkedin.com/jobs/view/4434554213
2026-07-09 13:40,0,Développeur Java IA (H/F),SII Czech Republic,"Brest, Brittany, France",linkedin,2026-07-07,https://www.linkedin.com/jobs/view/4434547842
2026-07-09 13:40,0,Développeur Java IA (H/F),SII Germany,"Brest, Brittany, France",linkedin,2026-07-07,https://www.linkedin.com/jobs/view/4437841255
2026-07-09 13:40,0,STAGE Ingénieur(e) en ingénierie systèmes pour l’agriculture H/F,CEA,"Quimper, Brittany, France",linkedin,2026-07-07,https://www.linkedin.com/jobs/view/4325847115
2026-07-09 13:40,0,Consultant transformation digitale en alternance - F/H Brest,Accenture France,"Brest, Brittany, France",linkedin,2026-07-07,https://www.linkedin.com/jobs/view/4436875112
2026-07-09 13:40,0,Développeur Fullstack (H/F),SII Group UK,"Brest, Brittany, France",linkedin,2026-07-07,https://www.linkedin.com/jobs/view/4434556195
2026-07-09 13:40,0,Développeur Fullstack (H/F),SII Group Switzerland,"Brest, Brittany, France",linkedin,2026-07-07,https://www.linkedin.com/jobs/view/4437810561
2026-07-09 13:40,0,Data Analyst Sénior H/F,Crédit Mutuel Arkéa,"Le Relecq-Kerhuon, Brittany, France",linkedin,2026-07-06,https://www.linkedin.com/jobs/view/4426317092
2026-07-09 13:40,0,"Enseignant-chercheur en traitement numérique du signal et de l'image, acquisition et analyse de données - Campus de Brest - H/F",ISEN Ouest (Yncréa),"Brest, Brittany, France",linkedin,2026-07-06,https://www.linkedin.com/jobs/view/4433934747
2026-07-09 13:40,0,Alternant Chimiste ( H/F),Siemens Energy,"Landivisiau, Brittany, France",linkedin,2026-07-05,https://www.linkedin.com/jobs/view/4397606021
2026-07-09 13:40,0,Mesures physiques et automatisme H/F,CEA,"Quimper, Brittany, France",linkedin,2026-07-05,https://www.linkedin.com/jobs/view/4417154440
2026-07-09 13:40,0,Analyste financier d'entreprises H/F,Banque de France,"Brest, Brittany, France",linkedin,2026-07-05,https://www.linkedin.com/jobs/view/4432262201
2026-07-09 13:40,0,"Testeur QA - Brest, France  (H/F)",Astek,"Brest, Brittany, France",linkedin,2026-07-04,https://www.linkedin.com/jobs/view/4406080537
2026-07-09 13:40,0,Ingénieur IA - Cyber & Data,NEVERHACK,"Brest, Brittany, France",linkedin,2026-07-03,https://www.linkedin.com/jobs/view/4433716415
2026-07-09 13:40,0,Ingénieur-e traitement du signal Health Monitoring F/H,Safran,"Île-de-Sein, Brittany, France",linkedin,nan,https://www.linkedin.com/jobs/view/4435647655
2026-07-09 13:40,0,Fullstack Software Engineer (x/f/m) - Care Expert Copilot,Alan,"Brest, Brittany, France",linkedin,2026-07-08,https://www.linkedin.com/jobs/view/4437154701
2026-07-09 14:04,0,Business Analyst ERP - H/F,Leihia,"Brest, Brittany, France",linkedin,2026-07-08,https://www.linkedin.com/jobs/view/4438192919
2026-07-09 14:04,0,Consultant Management de projet junior / Ingénieur projet H/F,MIGSO-PCUBED,"Brest, Brittany, France",linkedin,2026-07-08,https://www.linkedin.com/jobs/view/4434864163
2026-07-09 14:04,0,"CONSEILLER ENTREPRISE ""TRANSITION NUMÉRIQUE & IA"" F/H",CCI Finistère,"Brest, Brittany, France",linkedin,2026-07-08,https://www.linkedin.com/jobs/view/4438168973
2026-07-09 14:04,0,Assistant approvisionnement,TECHNATURE,"Le Relecq-Kerhuon, Brittany, France",linkedin,2026-07-08,https://www.linkedin.com/jobs/view/4438196238
2026-07-09 14:04,0,employé(e) d'étage,Accor,"Brest, Brittany, France",linkedin,2026-07-08,https://www.linkedin.com/jobs/view/4437058250
2026-07-09 14:04,0,Développeur/se Full Stack – Défense et Sécurité – Brest,Sopra Steria,"Guipavas, Brittany, France",linkedin,2026-07-07,https://www.linkedin.com/jobs/view/4437795870
2026-07-09 14:04,0,Responsable d'équipe logistique junior,Amazon,"Briec, Brittany, France",linkedin,2026-07-07,https://www.linkedin.com/jobs/view/4363704767
2026-07-09 14:04,0,Risk Manager – Valorisation et Risques de Marché H/F,Arkéa Asset Management,"Le Relecq-Kerhuon, Brittany, France",linkedin,2026-07-07,https://www.linkedin.com/jobs/view/4437793031
2026-07-09 14:04,0,Employé(e) de cafétéria H/F,Sodexo,"Concarneau, Brittany, France",linkedin,2026-07-07,https://www.linkedin.com/jobs/view/4436812184
2026-07-09 14:04,0,Conseiller Economique Agricole,Cooperl,"Gouézec, Brittany, France",linkedin,2026-07-07,https://www.linkedin.com/jobs/view/4427835724
2026-07-09 14:04,0,Chargé d'Études Risques H/F,Crédit Mutuel Arkéa,"Brest, Brittany, France",linkedin,2026-07-06,https://www.linkedin.com/jobs/view/4437176500
2026-07-09 14:04,0,Assistant(e) qualité en alternance (F/H),Clinique Mutualiste de Bretagne Occidentale,"Quimper, Brittany, France",linkedin,2026-07-06,https://www.linkedin.com/jobs/view/4436080562
2026-07-09 14:04,0,"VENDEUR/EUSE POLYVALENT, CDI 17H",MANGO,"Brest, Brittany, France",linkedin,2026-07-06,https://www.linkedin.com/jobs/view/4436220776
2026-07-09 14:04,0,Assistant(e) administratif(ve) H/F,BELFOR (France),"Quimper, Brittany, France",linkedin,2026-07-06,https://www.linkedin.com/jobs/view/4434505159
2026-07-09 14:04,0,Ingénieur en développement logiciel système critiques C/C++ (H/F),Thales,"Brest, Brittany, France",linkedin,2026-07-04,https://www.linkedin.com/jobs/view/4418030547
2026-07-09 14:04,0,Vendeur.se Brest CV - 25h/sem - CDI,Maison 123,"Brest, Brittany, France",linkedin,2026-07-03,https://www.linkedin.com/jobs/view/4435058133
2026-07-09 14:04,0,Employé commercial caisse (F/H) Idéal étudiant,Carrefour,"Quimper, Brittany, France",linkedin,2026-07-02,https://www.linkedin.com/jobs/view/4433119821
2026-07-09 14:04,0,Chef de Projet (H/F/X),IT Link Group,"Brest, Brittany, France",linkedin,2026-07-02,https://www.linkedin.com/jobs/view/4415912490
2026-07-09 14:04,0,Développeur Fullstack Java / Vue.js (H/F),METALINE,"Brest, Brittany, France",linkedin,nan,https://www.linkedin.com/jobs/view/4437063433
2026-07-09 14:04,0,"Employée, employé de caisse accueil",Monoprix,"Quimper, Brittany, France",linkedin,nan,https://www.linkedin.com/jobs/view/4437328618
2026-07-09 14:04,0,Ingénieur Automatisation de Tests (H/F),SII Czech Republic,"Brest, Brittany, France",linkedin,2026-07-07,https://www.linkedin.com/jobs/view/4434551401
2026-07-09 14:04,0,Ingénieur Automatisation de Tests (H/F),SII Group UK,"Brest, Brittany, France",linkedin,2026-07-07,https://www.linkedin.com/jobs/view/4434544800
2026-07-09 14:04,0,Ingénieur Automatisation de Tests (H/F),SII Group Belgium,"Brest, Brittany, France",linkedin,2026-07-07,https://www.linkedin.com/jobs/view/4436835624
2026-07-09 14:04,0,Ingénieur Automatisation de Tests (H/F),SII Germany,"Brest, Brittany, France",linkedin,2026-07-07,https://www.linkedin.com/jobs/view/4437836419
2026-07-09 14:04,0,Expert Business Process Management (BPM) H/F,Crédit Mutuel Arkéa,"Le Relecq-Kerhuon, Brittany, France",linkedin,2026-07-06,https://www.linkedin.com/jobs/view/4424191561
2026-07-09 15:18,0,Data Scientist (H/F) - Alternance,Allianz France,"Paris, Île-de-France, France",linkedin,2026-07-08,https://www.linkedin.com/jobs/view/4429500491
2026-07-09 15:18,0,Orchestration et planification hiérarchique de LLMs pour la conception et la simulation de systèmes H/F,CEA,"Saclay, Île-de-France, France",linkedin,2026-07-08,https://www.linkedin.com/jobs/view/4322098753
2026-07-09 15:18,40,Stage Innovation : Ingénieur Data Science / Science Cognitive,ALTEN,"Sèvres, Île-de-France, France",linkedin,2026-07-08,https://www.linkedin.com/jobs/view/4437013837
2026-07-09 15:18,0,ASSISTANT DATA ANALYST - H/F,LECLERC LE POIRE SUR VIE,"Ivry-sur-Seine, Île-de-France, France",linkedin,2026-07-08,https://www.linkedin.com/jobs/view/4438191264
2026-07-09 15:18,0,Apprenti en data-science/biostatistique/épidémiologie (H/F),ANSM Agence nationale de sécurité du médicament et des produits de santé,"St.-Denis, Île-de-France, France",linkedin,2026-07-08,https://www.linkedin.com/jobs/view/4423348718
2026-07-09 15:18,0,Data Scientist H/F,Swiss Life Asset Managers France,"Paris, Île-de-France, France",linkedin,2026-07-07,https://www.linkedin.com/jobs/view/4429257126
2026-07-09 15:18,0,Apprentissage : Data Analyst IA – Business Use Cases,Stellantis,"Poissy, Île-de-France, France",linkedin,2026-07-07,https://www.linkedin.com/jobs/view/4434543041
2026-07-09 15:18,0,Stage Ingénieur.e Logiciel Vérification et Validation (F/H),SII Czech Republic,"Vélizy-Villacoublay, Île-de-France, France",linkedin,2026-07-07,https://www.linkedin.com/jobs/view/4434551437
2026-07-09 15:18,0,Stage Ingénieur.e Logiciel Vérification et Validation (F/H),SII Germany,"Vélizy-Villacoublay, Île-de-France, France",linkedin,2026-07-07,https://www.linkedin.com/jobs/view/4437840306
2026-07-09 15:18,0,Stage Ingénieur.e Logiciel Vérification et Validation (F/H),SII Group Switzerland,"Vélizy-Villacoublay, Île-de-France, France",linkedin,2026-07-07,https://www.linkedin.com/jobs/view/4437811471
2026-07-09 15:18,0,Stage Ingénieur.e Logiciel Vérification et Validation (F/H),SII Group Belgium,"Vélizy-Villacoublay, Île-de-France, France",linkedin,2026-07-07,https://www.linkedin.com/jobs/view/4436851022
2026-07-09 15:18,0,Stage Ingénieur.e Logiciel Vérification et Validation (F/H),SII Group UK,"Vélizy-Villacoublay, Île-de-France, France",linkedin,2026-07-07,https://www.linkedin.com/jobs/view/4434555228
2026-07-09 15:18,0,AI & Machine Learning Engineer (M/F),TNP Consultants,"Levallois-Perret, Île-de-France, France",linkedin,2026-07-07,https://www.linkedin.com/jobs/view/4434513417
2026-07-09 15:18,0,Data Scientist & Référent IA,Crédit Agricole CIB,"Saint-Quentin-en-Yvelines, Île-de-France, France",linkedin,2026-07-07,https://www.linkedin.com/jobs/view/4388533927
2026-07-09 15:18,0,Consultant Data Scientist/AI Engineer,Leonar,"Paris, Île-de-France, France",linkedin,2026-07-06,https://www.linkedin.com/jobs/view/4436078499
2026-07-09 15:18,0,Apprentissage : Ingénieur Data Scientist en Détection d'Anomalies F/H,MBDA,"Le Plessis-Robinson, Île-de-France, France",linkedin,2026-07-06,https://www.linkedin.com/jobs/view/4428869394
2026-07-09 15:18,100,Stage - 6 mois - Data Scientist Generative AI F/H,Natixis Corporate & Investment Banking,"Paris, Île-de-France, France",linkedin,2026-07-06,https://www.linkedin.com/jobs/view/4433949504
2026-07-09 15:18,0,Stage – Développement d’outils informatique (H/F),SYSTRA,"St.-Denis, Île-de-France, France",linkedin,2026-07-06,https://www.linkedin.com/jobs/view/4436095429
2026-07-09 15:18,0,Développeur Python - Data & BI,Gemmyo,"Paris, Île-de-France, France",linkedin,2026-07-06,https://www.linkedin.com/jobs/view/4433965594
2026-07-09 15:18,0,"Data Scientist - QuantumBlack, AI by McKinsey","QuantumBlack, AI by McKinsey","Paris, Île-de-France, France",linkedin,2026-07-05,https://www.linkedin.com/jobs/view/4233122195
2026-07-09 15:18,0,Data Scientist,Sanofi,"Paris, Île-de-France, France",linkedin,2026-07-05,https://www.linkedin.com/jobs/view/4437104070
2026-07-09 15:18,0,Graduate data scientist,Bending Spoons,"Paris, Île-de-France, France",linkedin,2026-07-05,https://www.linkedin.com/jobs/view/4436029428
2026-07-09 15:18,0,Data Scientist - R&D H/F,Schaeffler,"Paris, Île-de-France, France",linkedin,2026-07-04,https://www.linkedin.com/jobs/view/4428144362
2026-07-09 15:18,0,Data Scientist F/H,Enedis,"Courbevoie, Île-de-France, France",linkedin,2026-07-03,https://www.linkedin.com/jobs/view/4427536762
2026-07-09 15:18,80,GenAI Data Scientist - Stage de 6 mois - (H/F/X),Deepki,"Paris, Île-de-France, France",linkedin,2026-07-03,https://www.linkedin.com/jobs/view/4435466176
2026-07-09 15:18,0,Stagiaire Data Analyst Direction Commerciale (H/F),Coface,"Bois-Colombes, Île-de-France, France",linkedin,2026-07-03,https://www.linkedin.com/jobs/view/4433171987
2026-07-09 15:18,0,Senior Data Scientist - Demand Forecast,Decathlon Digital,"Paris, Île-de-France, France",linkedin,2026-07-03,https://www.linkedin.com/jobs/view/4436743198
2026-07-09 15:18,0,Alternance - 2 ans - Data scientist F/H,Natixis Corporate & Investment Banking,"Paris, Île-de-France, France",linkedin,2026-07-02,https://www.linkedin.com/jobs/view/4397969013
2026-07-09 15:18,0,Développeur IA / Machine Learning (H/F),Extia,"Paris, Île-de-France, France",linkedin,2026-07-02,https://www.linkedin.com/jobs/view/4423975402
2026-07-09 15:18,0,DATA / IA SCIENTIST - TOTALENERGIES DIGITAL FACTORY,TotalEnergies,"Paris, Île-de-France, France",linkedin,2026-07-02,https://www.linkedin.com/jobs/view/4436438297
2026-07-09 15:18,0,Data Scientist,Gameloft,"Paris, Île-de-France, France",linkedin,nan,https://www.linkedin.com/jobs/view/4438617425
2026-07-09 15:18,0,Data Scientist - Audience Analytics,Ubisoft,"Paris, Île-de-France, France",linkedin,nan,https://www.linkedin.com/jobs/view/4434853913
2026-07-09 15:18,0,Data Scientist - Quality Engineering & AI/ML Implementation - Data Scientist – Ingénierie Qualité & Mise en œuvre de l’IA/ML (F/H),GE Vernova,"Issy-les-Moulineaux, Île-de-France, France",linkedin,nan,https://www.linkedin.com/jobs/view/4438251445
2026-07-09 15:18,0,Business Data Analyst (H/F),Lokad,"Paris, Île-de-France, France",linkedin,nan,https://www.linkedin.com/jobs/view/4438598400
2026-07-09 15:18,0,Supply Chain Scientist (H/F),Lokad,"Paris, Île-de-France, France",linkedin,nan,https://www.linkedin.com/jobs/view/4438604183
2026-07-09 15:18,0,Data Scientist  Terrain & Performance Industrielle F/H - SAFRAN TRANSMISSION SYSTEMS FRANCE,AEROCONTACT,"Colombes, Île-de-France, France",linkedin,nan,https://www.linkedin.com/jobs/view/4438267931
2026-07-09 15:18,0,Stage - Data Analyst - Paris - H/F,Groupe iliad,"Paris, Île-de-France, France",linkedin,nan,https://www.linkedin.com/jobs/view/4437078338
2026-07-09 15:18,0,Infrastructure AI Specialist Junior,Accenture France,"Paris, Île-de-France, France",linkedin,nan,https://www.linkedin.com/jobs/view/4437319443
2026-07-09 15:18,0,Business Developer - Chargée de relations entreprises - Alternant(e) / Stagiaire,DATAROCKSTARS,"Paris, Île-de-France, France",linkedin,2026-07-08,https://www.linkedin.com/jobs/view/4438244442
2026-07-09 15:18,30,Stage - Innovation Data / Intelligence Artificielle (F/H),GIVENCHY,"Paris, Île-de-France, France",linkedin,2026-07-07,https://www.linkedin.com/jobs/view/4437830868
2026-07-09 15:18,64,Stage Ingénieur.e IA ET COMPUTER VISION,SII Group Switzerland,"Vélizy-Villacoublay, Île-de-France, France",linkedin,2026-07-07,https://www.linkedin.com/jobs/view/4437821064
2026-07-09 15:18,64,Stage Ingénieur.e IA ET COMPUTER VISION,SII Czech Republic,"Vélizy-Villacoublay, Île-de-France, France",linkedin,2026-07-07,https://www.linkedin.com/jobs/view/4434552401
